Geneid	E4-1	E4-2	LN-D4-1	LN-D4-2	LN-F6-1	LN-F6-2	LN-N4-1	LN-N4-2	LN-N4-3	N1	N2	N3	T-D4-1	T-D4-2	T-D4-3	T-F6-2	T-F6-3	T-N4-1	T-N4-2
Gm28291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700040F15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ssty2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm21160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21118	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gm29644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4932431L22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
